31		39		19		5		0		0		0		1464.58		6666
32		21		36		4		0		0		0		1132.92		6810
33		67		57		2		0		0		0		206.766		1799
34		41		17		2		0		0		0		205.103		1751
35		41		36		4		0		0		0		1943.05		8562
36		64		64		6		0		0		0		931.807		6238
37		64		16		5		0		0		0		888.291		5531
38		57		63		3		0		0		0		324.703		1884
39		47		29		6		0		0		0		917.506		5843
40		10		58		3		0		0		0		1555.33		7068
41		67		11		2		0		0		0		343.379		1980
42		57		34		3		0		0		0		346.506		1884
43		21		50		4		0		0		0		619.853		3473
44		40		70		3		0		0		0		962.653		4500
45		61		5		2		0		0		0		321.132		1704
46		69		14		3		0		0		0		686.839		3716
47		28		21		5		0		0		0		841.505		5890
48		4		31		2		0		0		0		352.136		2723
49		0		8		2		0		0		0		733.485		3192
50		34		64		6		0		0		0		1637.01		8060
51		55		48		5		0		0		0		1015.29		4632
52		36		58		4		0		0		0		857.786		4302
53		61		29		3		0		0		0		369.972		1932
54		34		18		3		0		0		0		403.267		2040
55		53		49		2		0		0		0		223.908		1268
56		48		64		5		0		0		0		1225.16		6362
57		66		23		2		0		0		0		206.766		1799
58		38		1		4		0		0		0		283.272		1296
59		67		36		2		0		0		0		398.478		2088
60		63		37		3		0		0		0		881.581		4703
61		58		35		2		0		0		0		287.837		1596
62		68		40		3		0		0		0		1073.29		4992
63		32		30		3		0		0		0		334.025		1728
64		55		69		1		0		0		0		260.8		1368
65		45		20		4		0		0		0		758.129		3702
66		11		14		2		0		0		0		119.001		624
67		64		54		2		0		0		0		196.347		1008
68		46		27		3		0		0		0		1082.05		5735
69		13		16		2		0		0		0		398.478		2088
70		41		17		2		0		0		0		223.908		1268
71		19		55		4		0		0		0		702.587		3318
72		49		8		1		0		0		0		260.8		1368
73		11		5		6		0		0		0		1325.17		7606
74		0		38		2		0		0		0		407.234		2831
75		46		38		3		0		0		0		201.136		960
76		12		40		4		0		0		0		782.568		3348
77		19		11		3		0		0		0		1141.32		5532
78		67		16		4		0		0		0		612.338		4582
79		11		37		5		0		0		0		1311.79		6740
80		36		55		3		0		0		0		537.718		3137
81		64		56		1		0		0		0		137.678		720
82		49		34		2		0		0		0		812.493		3624
83		49		35		2		0		0		0		521.601		2736
84		42		70		2		0		0		0		287.837		1596
85		5		55		5		0		0		0		1216.2		5940
86		43		28		7		0		0		0		1224.49		6595
87		44		41		4		0		0		0		531.486		3499
88		66		66		4		0		0		0		655.052		4423
89		47		55		4		0		0		0		698.862		3905
90		8		65		5		0		0		0		1284.23		6480
91		28		57		3		0		0		0		361.586		1988
92		59		69		2		0		0		0		880.517		4164
93		26		30		5		0		0		0		1129.59		5974
94		11		44		2		0		0		0		205.103		1751
95		27		7		2		0		0		0		219.813		1056
96		31		52		7		0		0		0		1175.68		6851
97		46		48		7		0		0		0		1661.51		8405
98		67		54		5		0		0		0		1221.52		5924
99		0		2		3		0		0		0		457.147		2376
100		69		31		3		0		0		0		617.105		3780
101		14		68		3		0		0		0		703.555		3626
102		64		10		2		0		0		0		119.001		624
103		41		36		4		0		0		0		571.949		3779
104		65		0		1		0		0		0		674.816		2904
105		17		36		3		0		0		0		616.726		3569
106		59		50		5		0		0		0		1377.77		7021
107		69		64		4		0		0		0		615.192		2942
108		23		68		1		0		0		0		146.434		1463
109		51		42		5		0		0		0		442.753		2016
110		47		46		3		0		0		0		898.724		4172
111		25		4		1		0		0		0		58.6694		288
112		9		48		1		0		0		0		260.8		1368
113		8		41		3		0		0		0		603.736		3072
114		61		10		2		0		0		0		119.001		624
115		9		24		3		0		0		0		758.654		3734
116		57		53		4		0		0		0		552.208		3144
117		58		41		3		0		0		0		222.94		960
118		18		42		5		0		0		0		548.611		3152
119		36		26		5		0		0		0		735.727		4193
120		39		26		3		0		0		0		703.555		3626

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		9		8		10		137.68		0		9.5609535
Bt2		22		11		12		674.82		0		13.9424744
Bt3		6		6		8		58.67		0		8.1485235
Bt4		20		7		7		165.24		0		5.9013845
Bt5		19		8		9		260.80		0		8.5789586
Bt6		18		11		7		332.61		0		8.3993575
Bt7		7		12		15		205.70		0		12.2441460
Bt8		7		8		6		82.14		0		7.3335182
Bt9		19		7		11		146.43		0		5.5050371
Bt10		7		6		8		60.33		0		7.1823358

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt7 1	Bt8 1	Bt10 1	
2	Bt2 1	
3	Bt1 1	Bt9 2	
4	Bt2 2	Bt5 1	Bt6 1	Bt8 1	
5	Bt4 1	Bt8 1	
6	Bt3 1	Bt5 2	Bt9 1	Bt10 2	
7	Bt1 1	Bt3 1	Bt8 1	
8	Bt6 2	
9	Bt3 2	Bt5 1	Bt7 1	Bt8 1	
10	Bt4 1	Bt7 1	Bt8 1	
11	Bt2 1	
12	Bt5 1	
13	Bt1 1	Bt4 1	Bt6 1	Bt8 1	
14	Bt1 1	Bt2 1	
15	Bt9 1	
16	Bt6 1	Bt7 1	Bt10 1	
17	Bt2 1	Bt7 1	Bt8 1	
18	Bt3 1	Bt7 1	Bt8 3	
19	Bt1 1	Bt3 2	Bt6 1	Bt7 1	
20	Bt2 1	Bt8 1	Bt9 1	
21	Bt2 1	Bt3 1	Bt4 1	Bt8 1	
22	Bt8 3	
23	Bt1 1	Bt2 1	Bt3 1	Bt4 1	
24	Bt2 1	Bt9 1	Bt10 1	
25	Bt1 1	Bt3 1	Bt4 1	Bt5 1	Bt7 1	Bt8 1	Bt9 1	
26	Bt1 1	Bt5 1	Bt6 1	Bt7 1	
27	Bt6 1	Bt7 2	Bt9 1	Bt10 1	
28	Bt8 1	Bt9 1	Bt10 1	
29	Bt2 1	Bt3 2	Bt10 1	
30	Bt1 1	Bt6 1	
31	Bt1 1	Bt2 1	Bt3 1	Bt5 1	Bt6 1	
32	Bt2 1	Bt4 1	Bt9 2	
33	Bt9 1	Bt10 1	
34	Bt3 1	Bt9 1	
35	Bt2 2	Bt5 1	Bt6 1	
36	Bt3 2	Bt5 2	Bt9 2	
37	Bt1 2	Bt5 1	Bt7 1	Bt9 1	
38	Bt3 1	Bt7 1	Bt10 1	
39	Bt1 2	Bt4 3	Bt9 1	
40	Bt2 2	Bt7 1	
41	Bt1 1	Bt7 1	
42	Bt3 1	Bt7 1	Bt8 1	
43	Bt3 1	Bt6 1	Bt8 1	Bt9 1	
44	Bt2 1	Bt7 1	Bt8 1	
45	Bt5 1	Bt10 1	
46	Bt4 1	Bt5 2	
47	Bt5 1	Bt7 1	Bt8 1	Bt9 2	
48	Bt7 1	Bt9 1	
49	Bt2 1	Bt3 1	
50	Bt1 2	Bt2 1	Bt4 1	Bt5 2	
51	Bt1 1	Bt2 1	Bt8 1	Bt10 2	
52	Bt3 1	Bt5 1	Bt6 1	Bt7 1	
53	Bt7 1	Bt8 2	
54	Bt5 1	Bt8 1	Bt10 1	
55	Bt3 1	Bt4 1	
56	Bt4 1	Bt5 2	Bt6 1	Bt7 1	
57	Bt9 1	Bt10 1	
58	Bt3 1	Bt8 2	Bt10 1	
59	Bt1 1	Bt5 1	
60	Bt2 1	Bt9 1	Bt10 1	
61	Bt7 1	Bt8 1	
62	Bt1 1	Bt2 1	Bt5 1	
63	Bt1 2	Bt3 1	
64	Bt5 1	
65	Bt1 1	Bt6 1	Bt7 1	Bt8 1	
66	Bt3 1	Bt10 1	
67	Bt1 1	Bt3 1	
68	Bt2 1	Bt5 1	Bt9 1	
69	Bt1 1	Bt5 1	
70	Bt3 1	Bt4 1	
71	Bt6 1	Bt7 1	Bt8 2	
72	Bt5 1	
73	Bt1 2	Bt2 1	Bt8 1	Bt9 2	
74	Bt5 1	Bt9 1	
75	Bt3 1	Bt8 1	Bt10 1	
76	Bt3 2	Bt6 2	
77	Bt2 1	Bt5 1	Bt7 1	
78	Bt3 1	Bt5 1	Bt9 2	
79	Bt2 1	Bt4 1	Bt7 2	Bt10 1	
80	Bt3 1	Bt6 1	Bt9 1	
81	Bt1 1	
82	Bt1 1	Bt2 1	
83	Bt5 2	
84	Bt7 1	Bt8 1	
85	Bt1 2	Bt2 1	Bt7 1	Bt10 1	
86	Bt2 1	Bt3 2	Bt4 1	Bt9 1	Bt10 2	
87	Bt1 1	Bt4 1	Bt8 1	Bt9 1	
88	Bt1 1	Bt4 1	Bt7 1	Bt9 1	
89	Bt1 1	Bt6 1	Bt8 1	Bt9 1	
90	Bt1 1	Bt2 1	Bt7 2	Bt10 1	
91	Bt1 1	Bt3 1	Bt4 1	
92	Bt2 1	Bt7 1	
93	Bt4 2	Bt5 1	Bt6 1	Bt7 1	
94	Bt3 1	Bt9 1	
95	Bt1 1	Bt8 1	
96	Bt1 1	Bt5 2	Bt7 1	Bt8 2	Bt9 1	
97	Bt1 1	Bt2 1	Bt6 1	Bt7 1	Bt8 2	Bt9 1	
98	Bt2 1	Bt4 1	Bt5 1	Bt10 2	
99	Bt1 1	Bt3 1	Bt5 1	
100	Bt7 3	
101	Bt4 1	Bt6 1	Bt7 1	
102	Bt3 1	Bt10 1	
103	Bt1 1	Bt7 1	Bt8 1	Bt9 1	
104	Bt2 1	
105	Bt1 1	Bt6 1	Bt9 1	
106	Bt2 1	Bt3 1	Bt4 1	Bt6 1	Bt9 1	
107	Bt3 2	Bt4 1	Bt6 1	
108	Bt9 1	
109	Bt1 1	Bt3 1	Bt8 3	
110	Bt2 1	Bt3 1	Bt4 1	
111	Bt3 1	
112	Bt5 1	
113	Bt5 2	Bt8 1	
114	Bt3 1	Bt10 1	
115	Bt4 1	Bt5 1	Bt6 1	
116	Bt3 1	Bt7 2	Bt8 1	
117	Bt3 1	Bt8 2	
118	Bt3 2	Bt4 1	Bt7 1	Bt10 1	
119	Bt1 1	Bt3 1	Bt6 1	Bt9 1	Bt10 1	
120	Bt4 1	Bt6 1	Bt7 1	
