107		60		3		2		0		0		0		83.4917		672
108		48		4		4		0		0		0		1087.41		5240
109		48		34		3		0		0		0		910.628		4466
110		11		33		3		0		0		0		739.87		4182
111		62		59		2		0		0		0		572.397		2954
112		20		3		3		0		0		0		392.63		2016
113		54		19		7		0		0		0		1349.29		6926
114		67		9		4		0		0		0		747.767		4498
115		25		38		3		0		0		0		462.568		2574
116		4		60		2		0		0		0		205.03		1056
117		52		15		2		0		0		0		353.028		2598
118		33		20		2		0		0		0		211.834		1128
119		38		13		3		0		0		0		285.854		1684
120		9		7		2		0		0		0		674.751		3770

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		13		10		15		238.35		0		9.1674838
Bt2		9		8		10		163.28		0		11.3391722
Bt3		21		9		6		136.00		0		3.5978864
Bt4		14		10		13		436.40		0		15.5856039
Bt5		9		12		14		338.23		0		15.6588529
Bt6		22		9		6		149.50		1		0.7550412
Bt7		6		10		8		97.16		0		8.0967408
Bt8		9		9		8		114.67		0		7.0785809
Bt9		10		10		7		129.44		1		1.2943521
Bt10		8		6		7		41.75		0		4.3485284

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt3 1	Bt4 1	Bt10 1	
2	Bt3 1	Bt4 1	Bt8 1	Bt9 1	
3	Bt3 1	Bt8 1	Bt9 1	Bt10 1	
4	Bt3 1	Bt6 1	Bt7 1	
5	Bt7 1	Bt10 1	
6	Bt4 1	Bt9 2	
7	Bt2 1	Bt3 1	Bt4 1	
8	Bt3 2	Bt9 1	
9	Bt2 1	Bt5 1	Bt7 1	
10	Bt4 1	Bt9 1	Bt10 1	
11	Bt4 2	Bt7 1	Bt8 1	
12	Bt7 1	Bt10 2	
13	Bt1 1	Bt6 1	Bt7 1	Bt10 1	
14	Bt7 1	Bt8 1	
15	Bt1 1	
16	Bt2 1	
17	Bt2 1	Bt5 1	
18	Bt4 1	Bt5 1	Bt10 2	
19	Bt1 1	Bt2 1	Bt3 1	Bt4 1	Bt6 1	Bt9 2	
20	Bt3 1	Bt7 1	Bt8 2	Bt9 1	
21	Bt1 1	Bt3 1	Bt5 1	Bt8 1	Bt10 1	
22	Bt3 1	Bt5 1	
23	Bt3 2	Bt7 1	
24	Bt2 1	Bt4 1	
25	Bt1 1	Bt3 2	Bt4 1	Bt7 1	Bt8 1	
26	Bt6 1	Bt7 1	Bt10 1	
27	Bt2 1	Bt6 2	Bt8 1	Bt10 1	
28	Bt3 2	Bt7 1	Bt9 2	
29	Bt2 1	Bt4 1	Bt6 1	Bt8 2	
30	Bt1 1	Bt6 1	Bt9 1	
31	Bt4 2	Bt5 1	
32	Bt1 1	Bt6 1	Bt7 1	
33	Bt2 1	Bt6 1	
34	Bt7 1	Bt8 1	
35	Bt1 1	Bt2 2	Bt4 1	Bt6 1	
36	Bt2 1	Bt7 1	Bt9 1	
37	Bt5 1	Bt6 1	Bt10 1	
38	Bt1 1	
39	Bt6 1	Bt8 1	
40	Bt2 1	
41	Bt1 1	Bt5 1	
42	Bt3 1	Bt6 2	
43	Bt1 1	Bt2 1	Bt7 1	
44	Bt6 1	Bt7 1	Bt9 1	
45	Bt3 1	Bt5 1	Bt7 2	Bt8 2	
46	Bt1 1	Bt7 1	Bt9 1	Bt10 1	
47	Bt1 1	Bt7 1	
48	Bt3 1	
49	Bt1 1	Bt5 1	Bt9 1	
50	Bt7 1	
51	Bt3 1	Bt7 2	Bt10 1	
52	Bt2 2	Bt5 1	
53	Bt6 1	Bt9 1	Bt10 1	
54	Bt4 1	Bt5 1	Bt6 1	
55	Bt5 2	Bt8 1	
56	Bt1 1	Bt2 1	Bt5 1	
57	Bt2 1	Bt7 1	Bt10 1	
58	Bt6 1	Bt9 1	
59	Bt3 2	Bt7 1	
60	Bt1 1	
61	Bt3 2	Bt5 1	
62	Bt2 1	Bt6 1	Bt9 1	
63	Bt1 1	Bt2 1	Bt4 1	Bt7 1	Bt10 1	
64	Bt1 1	Bt4 1	Bt6 1	Bt8 1	Bt9 1	Bt10 1	
65	Bt2 1	Bt5 1	Bt8 1	
66	Bt1 1	Bt3 1	Bt4 1	Bt6 1	
67	Bt3 2	Bt5 1	
68	Bt1 1	Bt3 1	Bt4 1	Bt7 1	
69	Bt6 1	Bt8 1	
70	Bt1 1	Bt5 1	Bt6 1	Bt9 1	
71	Bt3 1	Bt7 1	Bt10 1	
72	Bt1 1	Bt7 1	
73	Bt2 1	Bt3 1	Bt5 1	Bt7 1	Bt9 1	
74	Bt7 1	Bt10 1	
75	Bt1 1	Bt5 2	Bt10 1	
76	Bt5 1	Bt7 3	Bt8 1	Bt9 1	
77	Bt2 2	Bt3 1	Bt4 1	Bt10 2	
78	Bt6 2	Bt9 1	
79	Bt1 1	Bt3 1	Bt8 1	Bt10 1	
80	Bt3 2	Bt4 1	Bt7 1	
81	Bt7 1	Bt10 1	
82	Bt2 1	Bt3 1	Bt6 1	
83	Bt3 1	Bt4 1	Bt9 1	Bt10 1	
84	Bt1 1	Bt2 1	Bt3 1	Bt5 1	Bt8 2	Bt10 1	
85	Bt7 1	Bt10 2	
86	Bt3 1	Bt4 1	Bt8 2	
87	Bt1 1	Bt9 1	
88	Bt3 1	Bt6 1	Bt7 1	Bt8 1	
89	Bt4 1	Bt7 1	Bt9 1	
90	Bt3 2	Bt6 1	Bt10 1	
91	Bt7 1	Bt9 1	Bt10 1	
92	Bt1 1	Bt8 1	Bt10 1	
93	Bt3 1	Bt5 1	Bt6 1	Bt9 1	
94	Bt2 1	
95	Bt4 1	Bt7 1	Bt8 1	Bt10 1	
96	Bt2 1	Bt7 2	Bt8 1	Bt9 1	
97	Bt5 1	Bt9 1	Bt10 1	
98	Bt3 1	Bt5 1	Bt7 1	Bt9 1	Bt10 1	
99	Bt3 1	Bt4 1	Bt10 1	
100	Bt3 1	Bt4 1	Bt5 1	Bt10 2	
101	Bt2 1	Bt4 1	Bt5 1	Bt9 1	
102	Bt1 1	Bt2 1	Bt6 1	Bt7 1	
103	Bt1 1	Bt2 1	Bt4 2	Bt5 2	Bt7 1	Bt8 1	Bt9 1	
104	Bt1 1	Bt6 1	
105	Bt5 1	Bt9 1	Bt10 1	
106	Bt3 1	Bt6 2	Bt10 1	
107	Bt10 2	
108	Bt2 1	Bt4 1	Bt5 1	Bt6 1	
109	Bt3 1	Bt4 1	Bt5 1	
110	Bt1 1	Bt2 1	Bt5 1	
111	Bt3 1	Bt4 1	
112	Bt2 1	Bt8 2	
113	Bt2 1	Bt3 1	Bt5 2	Bt8 1	Bt9 2	
114	Bt1 1	Bt5 1	Bt9 1	Bt10 1	
115	Bt2 2	Bt3 1	
116	Bt2 1	Bt10 1	
117	Bt1 1	Bt8 1	
118	Bt7 1	Bt8 1	
119	Bt8 1	Bt9 1	Bt10 1	
120	Bt1 1	Bt4 1	
