91		40		24		2		0		0		0		205.528		1540
92		48		7		1		0		0		0		115.434		840
93		7		34		1		0		0		0		311.456		1248
94		10		2		3		0		0		0		758.67		4538
95		35		2		1		0		0		0		168.568		1596
96		17		24		1		0		0		0		115.434		840
97		22		21		1		0		0		0		495.062		2184
98		4		57		1		0		0		0		311.456		1248
99		10		48		1		0		0		0		90.5898		392
100		31		32		1		0		0		0		168.568		1596
101		2		8		1		0		0		0		499.512		2550
102		17		16		1		0		0		0		499.512		2550
103		3		35		2		0		0		0		189.796		1272
104		41		13		3		0		0		0		705.536		3782
105		56		31		1		0		0		0		495.062		2184
106		15		22		1		0		0		0		98.0039		660
107		23		44		1		0		0		0		90.5898		392
108		10		57		2		0		0		0		402.046		1640
109		38		1		2		0		0		0		614.946		3390
110		64		42		3		0		0		0		303.532		2200
111		61		13		1		0		0		0		90.5898		392
112		49		0		1		0		0		0		90.5898		392
113		61		2		3		0		0		0		264.158		1704
114		64		21		2		0		0		0		200.768		1430
115		49		49		1		0		0		0		115.434		840
116		65		59		1		0		0		0		495.062		2184
117		13		24		1		0		0		0		115.434		840
118		3		8		2		0		0		0		503.273		3900
119		26		52		1		0		0		0		495.062		2184
120		17		34		2		0		0		0		437.469		3074

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		17		10		15		499.51		0		14.6915243
Bt2		8		6		9		74.36		1		1.5492120
Bt3		24		12		8		334.70		0		5.8108474
Bt4		10		6		14		115.43		1		1.9238985
Bt5		24		7		13		495.06		0		14.7339838
Bt6		19		12		7		168.57		0		3.6966742
Bt7		11		7		10		102.76		0		6.6729843
Bt8		11		6		10		98.00		0		7.4245361
Bt9		8		12		13		311.46		0		16.2216781
Bt10		7		7		8		90.59		0		9.2438567

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt2 1	Bt6 1	Bt7 1	
2	Bt6 1	
3	Bt1 1	Bt9 1	
4	Bt4 1	
5	Bt2 1	
6	Bt6 1	Bt7 1	
7	Bt3 1	Bt6 1	
8	Bt5 1	Bt9 1	
9	Bt10 2	
10	Bt6 1	
11	Bt6 1	
12	Bt8 1	
13	Bt7 2	
14	Bt8 1	
15	Bt8 1	
16	Bt10 1	
17	Bt6 1	
18	Bt7 1	
19	Bt2 1	Bt9 1	Bt10 1	
20	Bt2 1	
21	Bt1 1	Bt6 1	Bt10 1	
22	Bt10 1	
23	Bt4 1	
24	Bt6 1	
25	Bt5 1	Bt6 1	
26	Bt2 1	Bt4 1	
27	Bt2 1	Bt4 1	Bt6 1	
28	Bt1 1	
29	Bt5 1	
30	Bt6 1	Bt9 2	
31	Bt10 1	
32	Bt6 1	Bt8 1	Bt10 1	
33	Bt8 1	Bt10 1	
34	Bt8 1	Bt9 1	
35	Bt5 1	Bt8 1	Bt10 1	
36	Bt5 1	Bt6 1	Bt10 1	
37	Bt3 1	Bt8 2	
38	Bt3 1	
39	Bt5 1	
40	Bt3 1	
41	Bt5 1	
42	Bt7 1	
43	Bt4 1	
44	Bt5 2	
45	Bt1 1	
46	Bt6 1	
47	Bt10 1	
48	Bt5 1	Bt10 1	
49	Bt2 1	
50	Bt7 1	
51	Bt3 1	Bt4 1	
52	Bt5 1	
53	Bt1 1	Bt8 1	
54	Bt1 1	Bt7 1	
55	Bt1 1	Bt3 2	
56	Bt5 1	Bt7 1	Bt10 1	
57	Bt9 1	
58	Bt4 1	
59	Bt8 1	
60	Bt4 1	Bt7 1	
61	Bt1 1	
62	Bt9 1	
63	Bt3 1	Bt6 2	
64	Bt1 1	Bt3 1	Bt8 1	
65	Bt9 1	
66	Bt6 1	Bt8 1	
67	Bt1 1	Bt4 1	
68	Bt5 1	
69	Bt4 1	Bt5 2	Bt10 1	
70	Bt2 1	
71	Bt6 1	
72	Bt1 1	Bt2 1	Bt3 1	
73	Bt4 1	
74	Bt3 1	Bt9 1	
75	Bt1 1	
76	Bt3 1	Bt8 1	
77	Bt5 1	Bt6 1	
78	Bt6 1	Bt7 1	
79	Bt3 1	Bt7 1	Bt8 1	Bt9 1	Bt10 1	
80	Bt5 1	
81	Bt3 1	Bt8 1	
82	Bt2 1	Bt3 1	Bt7 1	
83	Bt4 1	
84	Bt3 1	Bt4 1	Bt7 1	
85	Bt3 1	Bt7 2	
86	Bt3 1	
87	Bt2 1	
88	Bt9 1	
89	Bt7 1	
90	Bt4 1	Bt7 1	
91	Bt7 2	
92	Bt4 1	
93	Bt9 1	
94	Bt1 1	Bt6 1	Bt10 1	
95	Bt6 1	
96	Bt4 1	
97	Bt5 1	
98	Bt9 1	
99	Bt10 1	
100	Bt6 1	
101	Bt1 1	
102	Bt1 1	
103	Bt2 1	Bt4 1	
104	Bt1 1	Bt4 1	Bt10 1	
105	Bt5 1	
106	Bt8 1	
107	Bt10 1	
108	Bt9 1	Bt10 1	
109	Bt1 1	Bt4 1	
110	Bt7 2	Bt8 1	
111	Bt10 1	
112	Bt10 1	
113	Bt2 2	Bt4 1	
114	Bt7 1	Bt8 1	
115	Bt4 1	
116	Bt5 1	
117	Bt4 1	
118	Bt3 1	Bt6 1	
119	Bt5 1	
120	Bt3 1	Bt7 1	
