54		4		44		4		0		0		0		709.525		3782
55		25		34		1		0		0		0		244.345		1920
56		28		13		1		0		0		0		146.845		1440
57		8		43		1		0		0		0		194.142		1188
58		31		26		1		0		0		0		93.2565		384
59		10		70		1		0		0		0		254.698		1540
60		22		50		2		0		0		0		312.231		1524
61		31		55		1		0		0		0		177.258		810
62		60		4		1		0		0		0		146.578		900
63		9		17		3		0		0		0		690.551		4048
64		25		66		1		0		0		0		172.457		756
65		70		25		2		0		0		0		373.576		2028
66		35		48		1		0		0		0		91.2164		420
67		57		68		1		0		0		0		303.811		1320
68		22		54		1		0		0		0		303.085		1449
69		21		8		2		0		0		0		520.942		3115
70		27		4		2		0		0		0		746.582		4140
71		33		41		1		0		0		0		169.857		800
72		68		21		2		0		0		0		712.2		4312
73		56		61		2		0		0		0		642.582		4452
74		45		70		3		0		0		0		714.514		4562
75		30		54		1		0		0		0		102.513		700
76		10		15		2		0		0		0		880.344		3888
77		68		52		3		0		0		0		809.322		4724
78		67		20		2		0		0		0		574.029		2492
79		20		17		1		0		0		0		101.274		800
80		24		61		2		0		0		0		389.439		2340
81		40		15		1		0		0		0		144.69		768
82		8		44		2		0		0		0		485.134		3918
83		57		27		1		0		0		0		153.951		1155
84		49		12		3		0		0		0		879.17		5248
85		68		35		2		0		0		0		676.126		2856
86		21		38		1		0		0		0		444.561		1872
87		61		32		2		0		0		0		365.444		1784
88		53		26		1		0		0		0		194.142		1188
89		48		24		2		0		0		0		544.635		2863
90		69		30		2		0		0		0		394.1		2052
91		27		64		2		0		0		0		641.419		3898
92		17		11		1		0		0		0		261.68		1360
93		58		47		2		0		0		0		330.146		1596
94		44		26		1		0		0		0		233.672		1320
95		12		68		1		0		0		0		182.312		1470
96		12		5		2		0		0		0		490.117		2484
97		17		38		3		0		0		0		1444.27		7698
98		68		5		2		0		0		0		444.435		1999
99		46		47		2		0		0		0		290.56		1482
100		36		14		2		0		0		0		465.71		2295
101		58		49		4		0		0		0		939.722		3964
102		54		34		1		0		0		0		289.699		1368
103		14		56		2		0		0		0		451.763		3488
104		10		42		1		0		0		0		627.732		2700
105		43		13		1		0		0		0		254.698		1540
106		65		8		1		0		0		0		368.43		1656
107		0		19		2		0		0		0		456.334		2912
108		54		67		2		0		0		0		398.279		2226
109		39		63		1		0		0		0		102.513		700
110		17		43		2		0		0		0		700.917		2976
111		27		68		1		0		0		0		693.197		2880
112		29		68		3		0		0		0		580.168		2674
113		65		45		3		0		0		0		568.366		3316
114		38		55		2		0		0		0		804.462		3384
115		66		27		2		0		0		0		199.974		1694
116		26		42		1		0		0		0		153.535		1190
117		27		43		2		0		0		0		573.53		2736
118		50		67		1		0		0		0		63.4404		343
119		40		41		2		0		0		0		640.896		2664
120		21		69		1		0		0		0		139.767		1152

ITEMS
Type		Length		Width		Height		Mass		Fragility	LoadBearingStrength
Bt1		18		9		15		327.52		0		10.1085973
Bt2		20		8		9		149.15		0		4.6610487
Bt3		21		6		9		219.90		0		8.7263710
Bt4		11		10		15		407.98		0		18.5446774
Bt5		14		11		8		143.30		0		4.6524955
Bt6		22		11		12		529.06		0		10.9310646
Bt7		21		10		9		446.64		0		10.6342152
Bt8		14		9		11		329.96		0		13.0935224
Bt9		14		10		15		287.36		0		10.2628830
Bt10		8		6		7		74.07		0		7.7152802
Bt11		18		10		9		361.95		0		10.0542979
Bt12		10		12		14		185.08		0		7.7116726
Bt13		11		6		7		56.68		0		4.2937527
Bt14		24		9		7		319.63		0		7.3988715
Bt15		8		6		15		178.67		1		3.7223489
Bt16		22		12		11		468.57		1		1.7748845
Bt17		18		6		11		184.99		0		8.5641779
Bt18		6		8		6		38.28		0		3.9877981
Bt19		22		9		6		249.80		0		6.3081476
Bt20		6		7		8		42.56		0		5.0662327
Bt21		13		12		14		230.36		0		7.3831998
Bt22		14		8		8		99.46		0		4.4403829
Bt23		24		8		15		542.30		0		14.1224695
Bt24		9		7		13		129.87		0		10.3074264
Bt25		10		10		8		101.27		0		5.0636754
Bt26		8		7		11		80.12		0		7.1532635
Bt27		15		11		8		303.81		0		9.2064008
Bt28		10		10		14		273.94		0		13.6971176
Bt29		16		10		9		146.84		0		4.5888982
Bt30		6		8		8		93.26		0		9.7142223
Bt31		6		7		8		62.43		0		7.4319106
Bt32		10		9		10		146.58		0		8.1432027
Bt33		7		12		9		172.46		0		10.2652957
Bt34		10		6		7		91.22		0		7.6013679
Bt35		23		7		9		303.09		0		9.4125846
Bt36		23		7		10		394.86		0		12.2627960
Bt37		21		12		11		457.50		0		9.0774192
Bt38		12		12		11		270.27		0		9.3844393
Bt39		21		12		12		752.18		0		14.9242323
Bt40		7		8		7		70.36		0		6.2820745
Bt41		22		10		7		288.17		0		6.5492174
Bt42		21		10		13		320.07		0		7.6206241
Bt43		16		12		10		244.35		0		6.3631557
Bt44		16		9		13		444.56		0		15.4361564
Bt45		22		6		9		194.14		0		7.3538723
Bt46		15		11		9		288.45		0		8.7409726
Bt47		17		10		8		261.68		0		7.6964812
Bt48		20		11		6		233.67		1		1.0621450
Bt49		8		9		12		128.16		0		8.9001895
Bt50		7		7		7		47.33		1		0.9659011
Bt51		10		9		9		177.26		0		9.8476798
Bt52		19		8		9		289.70		0		9.5295732
Bt53		25		9		12		627.73		0		13.9496100
Bt54		23		6		12		368.43		0		13.3489090
Bt55		18		7		11		240.59		0		9.5472145
Bt56		23		12		6		397.11		0		7.1939401
Bt57		14		10		6		157.69		0		5.6317623
Bt58		19		12		13		713.25		0		15.6413600
Bt59		17		7		10		153.53		0		6.4510307
Bt60		7		7		7		63.44		0		6.4735086
Bt61		16		6		12		139.77		0		7.2795471
Bt62		17		10		13		526.22		0		15.4770701
Bt63		21		11		9		265.01		0		5.7362274
Bt64		10		7		12		123.77		0		8.8409288
Bt65		18		10		14		385.97		0		10.7215134
Bt66		11		7		12		202.24		0		13.1322959
Bt67		14		12		10		204.08		0		6.0738749
Bt68		16		7		14		381.34		0		17.0241208
Bt69		18		11		14		334.73		0		8.4526584
Bt70		8		8		6		91.50		0		7.1485794
Bt71		25		11		12		381.88		0		6.9431878
Bt72		21		7		9		289.94		0		9.8618195
Bt73		23		11		10		351.72		1		1.3901991
Bt74		10		10		7		102.51		0		5.1256286
Bt75		16		12		15		693.20		0		18.0519969
Bt76		6		9		6		80.39		0		7.4438302
Bt77		14		8		14		207.42		0		9.2597418
Bt78		22		11		11		613.73		0		12.6803504
Bt79		10		8		11		191.83		0		11.9891762
Bt80		7		7		8		85.79		0		8.7538988
Bt81		23		11		9		336.10		0		6.6422282
Bt82		17		9		8		253.90		0		8.2973414
Bt83		13		10		7		226.54		1		1.7426202
Bt84		22		7		10		254.70		0		8.2694075
Bt85		18		8		13		466.29		0		16.1906515
Bt86		12		9		11		165.07		0		7.6420209
Bt87		25		6		14		503.67		0		16.7889793
Bt88		18		10		12		400.09		0		11.1135011
Bt89		16		7		8		141.67		1		1.2648902
Bt90		8		7		8		92.52		0		8.2608552
Bt91		25		10		7		367.49		0		7.3498058
Bt92		24		7		6		243.79		0		7.2556601
Bt93		16		6		8		144.69		0		7.5359411
Bt94		21		10		8		216.96		1		1.0331293
Bt95		15		7		11		153.95		0		7.3310063
Bt96		18		7		13		241.96		0		9.6014028
Bt97		21		10		7		182.31		0		4.3407704
Bt98		9		7		9		105.65		0		8.3847264
Bt99		8		10		10		169.86		0		10.6160574
Bt100		7		7		6		40.76		0		4.1589456

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt14 1	
2	Bt2 1	
3	Bt70 1	
4	Bt3 1	
5	Bt12 1	Bt47 1	Bt51 1	Bt75 1	
6	Bt4 1	
7	Bt82 1	Bt88 1	
8	Bt3 1	Bt5 1	
9	Bt24 1	
10	Bt6 1	Bt49 1	
11	Bt14 1	
12	Bt7 1	Bt80 1	
13	Bt28 1	Bt81 1	
14	Bt8 1	
15	Bt67 1	
16	Bt9 1	Bt88 1	
17	Bt37 1	
18	Bt10 1	Bt29 1	Bt38 2	
19	Bt52 1	
20	Bt9 1	Bt11 1	
21	Bt99 1	
22	Bt12 1	Bt64 1	
23	Bt44 1	
24	Bt13 1	Bt94 1	
25	Bt52 1	Bt74 1	
26	Bt14 1	
27	Bt53 1	Bt56 1	
28	Bt15 1	
29	Bt11 1	Bt39 1	
30	Bt16 1	
31	Bt56 1	
32	Bt17 1	
33	Bt42 1	Bt63 1	Bt91 1	Bt95 1	
34	Bt18 1	
35	Bt52 1	
36	Bt19 1	
37	Bt19 1	Bt34 1	
38	Bt20 1	
39	Bt40 1	Bt64 1	
40	Bt21 1	Bt59 1	
41	Bt3 1	Bt22 1	
42	Bt22 1	
43	Bt96 1	
44	Bt23 1	Bt45 1	Bt88 1	
45	Bt50 1	Bt93 1	Bt96 1	
46	Bt24 1	
47	Bt85 1	
48	Bt25 1	
49	Bt9 1	
50	Bt26 1	Bt38 1	
51	Bt7 1	Bt98 1	
52	Bt27 1	Bt93 1	
53	Bt93 1	
54	Bt28 1	Bt30 1	Bt51 1	Bt86 1	
55	Bt43 1	
56	Bt29 1	
57	Bt45 1	
58	Bt30 1	
59	Bt84 1	
60	Bt19 1	Bt31 1	
61	Bt51 1	
62	Bt32 1	
63	Bt12 1	Bt47 1	Bt92 1	
64	Bt33 1	
65	Bt19 1	Bt64 1	
66	Bt34 1	
67	Bt27 1	
68	Bt35 1	
69	Bt37 1	Bt60 1	
70	Bt36 1	Bt73 1	
71	Bt99 1	
72	Bt37 1	Bt84 1	
73	Bt12 1	Bt37 1	
74	Bt38 1	Bt73 1	Bt90 1	
75	Bt74 1	
76	Bt39 1	Bt49 1	
77	Bt30 1	Bt68 1	Bt69 1	
78	Bt40 1	Bt87 1	
79	Bt25 1	
80	Bt25 1	Bt41 1	
81	Bt93 1	
82	Bt42 1	Bt86 1	
83	Bt95 1	
84	Bt23 1	Bt43 1	Bt90 1	
85	Bt33 1	Bt87 1	
86	Bt44 1	
87	Bt28 1	Bt70 1	
88	Bt45 1	
89	Bt72 1	Bt84 1	
90	Bt46 1	Bt98 1	
91	Bt52 1	Bt73 1	
92	Bt47 1	
93	Bt33 1	Bt57 1	
94	Bt48 1	
95	Bt97 1	
96	Bt11 1	Bt49 1	
97	Bt6 1	Bt7 1	Bt16 1	
98	Bt50 1	Bt56 1	
99	Bt19 1	Bt100 1	
100	Bt46 1	Bt51 1	
101	Bt15 1	Bt66 1	Bt85 1	Bt90 1	
102	Bt52 1	
103	Bt43 1	Bt77 1	
104	Bt53 1	
105	Bt84 1	
106	Bt54 1	
107	Bt40 1	Bt65 1	
108	Bt55 1	Bt57 1	
109	Bt74 1	
110	Bt27 1	Bt56 1	
111	Bt75 1	
112	Bt8 1	Bt57 1	Bt90 1	
113	Bt33 1	Bt67 1	Bt79 1	
114	Bt34 1	Bt58 1	
115	Bt5 1	Bt13 1	
116	Bt59 1	
117	Bt14 1	Bt82 1	
118	Bt60 1	
119	Bt56 1	Bt92 1	
120	Bt61 1	
